Bengali tech product reviews,tech product
"অনেক সুন্দর একটি প্রোডাক্ট। ভিডিও কোয়ালিটি ভালো। ব্যাটারি ৪০-৫০ মিনিট যায় আলহামদুলিল্লাহ। বিক্রেতা অনেক ভালো, ফোন করে খোজ নিয়েছেন যা আমি আগে দেখিনি কাঊকেই। আমি ২ দিন মটরসাইকেলে লাগিয়ে রাইডিং ভিডিও করেছি যা আমার ইউটিউব চ্যানেলে Imran Zaman এ আপলোড দিয়েছি। ভিডিও কোয়ালিটি দেখতে চাইলে দেখে নিন। ধন্যবাদ সেলারকে ভালো একটি প্রোডাক্ট দেয়ার জন্য।",Camera
আমাকে রিমোট দেওয়া হয় নি।যার জন্য বারবার বলে দিয়েছি।এখন কি করব।,Camera
দেখতে সুন্দর হতে পারে কিন্তু বিডিও কোয়ালিটি একদম বাজে আটকে আটকে আসে,Camera
ভিডিও কোয়ালিটি একদমই ভালো না কেও নিবেন না সাথে আবার রিমোট দেই নাই,Camera
ক্যামেরা অনেক ভালো,Camera
রিমোট কন্ট্রোল প্লেন রিমোট দেয়নি বামঅনুসারে মোটামুটি ভালই আছে বক্স দিবে বলে বক্স দেয়নি,Camera
একদম বাজে,Camera
ছবির রেজুলেশন ভালো না,Camera
ক্যামেরার রেজুলেশন ভালো না খুব নরমাল ক্যামেরা এটা হইতেছে এক প্রকার খেলনা যে বুঝবে সে কখনোই নেবে না,Camera
একদম বাজে কেমারা এটা পিক অন্ধকার আসে পিকচার ভালো আসে না,Camera
কেউ নিবেন না এই camera,Camera
পন্যটি নষ্ট।রিটার্ন করা হয়েছে,Camera
"ডেলিভারি সার্বিস ভয়ানক জঘন্য ছিলো, আমার জাস্ট বারবার এটাই মনে হচ্ছিলো, দারাজ আমার প্রোডাক্ট মেরে দিছে। দারাজ মলের সেলার রা ভালো প্রোডাক্ট দিলেও, বাসায় আসতে আসতে দেখা যায় নষ্ট ইউজড প্রোডাক্ট! যাই হোক আমি সেটিসফাইড এই ক্যামেরা টা পেয়ে। আশা করি ইনশাআল্লাহ, ভালো সার্বিস পাবো এই ক্যামেরা থেকে",NeckBand
অনেক কনফিউশান এ ছিলাম। কি না কি হয়। কারণ কোন রিভিউ ছিলনা। আলহামদুলিল্লাহ পোডাক্ট হাতে পেলাম। তবে সিডি আর স্ট্রেপ টা ছিলনা.....!🤔,NeckBand
"এই সেলারের থেকে কেউ কিছু কিনবেন না। খোলা বক্স দিয়েছে। কোন ইউজার মেনুয়াল নেই। বক্সের সাথে কোন বারকোড স্টিকার লাগানো নাই, যে ক্যামেরার বডিতে দেয়া নাম্বারের সাথে মিলাবো। অরিজিনাল ব্রান্ড নিউ বুঝার কোন উপায় নাই।",NeckBand
