cleaned_stopwords,Sentiment
ভালো প্রিন্টার ধন্যবাদ সেলার প্রয়োজনীয় সবকিছু প্যাকেটের ভিতর কেনার প্রয়োজন নাই। প্রিন্টারটি বাসায় প্রিন্ট উপযুক্ত কালার প্রিন্ট সাদা কালো প্রিন্ট । স্ক্যান প্রিন্ট সবকিছু সুন্দরভাবে হয়। ধন্যবাদ সেলার কে। অসংখ্য ধন্যবাদ দাদা আজকে বিশাল বড় এক ডিসকাউন্ট জন্য।,1
দারাজ সময় বিশ্বস্ত। এবারও প্রমাণ পেলাম। মার্কেট রেট টাকা কমে প্রোডাক্ট রিসিভ করলাম। অরিজিনাল নিখুঁত প্রিন্ট পেলাম। ধন্যবাদ প্রিয় সেলারকে। এভাবে আস্থায় থাকুন সবসময়।,1
একটু ভয় পাচ্ছিলাম আলহামদুলিল্লাহ সুন্দর। দেখার বিষয়,1
টিক কালার প্রিন্ট ভালো রেড কালার আসেনা,2
ছবিতে তেমনই পেয়েছি। ভালো করে। অরডিনাল hp মার্কেট দাম কমে পেয়েছি। দিবো।Thanks all,1
ভালো পোডাগএইরা ডিজিটাল imbater সাহাযে চালানো যায়এবং এইটা কালর পিন্ট হয়অনেক সুন্দরসবাই পারেন।,1
আসআসসালামু আলাইকুম। প্রিন্টার রিটার্ন চাই।,0
তারিখ অর্ডার করেছি তারিখ হাতে পেয়েছি। প্যাকেজিং ভাল ছিল। ধন্যবাদ দারাজকে।,1
যেমনটা চাইছিলাম ভালো,1
পন্যটা একদম ছিল। ধন্যবাদ।,1
ভালো প্রিন্টার।,1
সপ্তাহ হাতে পাইছি প্রিন্টার। প্রিন্টার ভালই সমস্যা নাই। কালীর বিষয়ে সেলার খুবই খারাপ বিশটা পেপার প্রিন্ট কালি শেষ। কথা মিনিমাম পিস প্রিন্ট কথা একদমই ফালতু কার্ডিস দিছে।,0
সেলার ব্যাবহার ভালোনা। সালা চিটাগাংগা মফিজ। অনলাইন বিজনেস যজ্ঞতাই অর নাই। বিজনেজ চাইলে টা ভালো জরুরি। ডাটা কেবল টা দেয় নাই। ফোন দিয়ে স্টার স্টার দিলাম ভালো লাগবে তার।।,0
বাজে রিভিউ বুঝিনি মোটামুটি ভালই চলেছিল টা কমপ্লিট প্রিন্ট নি। রিফিল করেছি নি। টাকা অপচয় হইল,0
